num,timestamp,acc1,acc2,acc3,gyro1,gyro2,gyro3,orien1,orien2,orien3
4.0,2023-12-07 09:24:49.273921,-1.0,-1.299999999999999,-0.09999999999999998,0.9,-3.2,1.5,1.9,74.2,-89.4
4.0,2023-12-07 09:24:49.766259,-0.7000000000000002,-0.20000000000000107,-0.2,2.7,-2.1,-1.0,185.2,103.7,87.8
4.0,2023-12-07 09:24:50.290955,-1.6,-7.8999999999999995,1.7,33.8,151.0,-55.1,352.6,60.9,-75.3
4.0,2023-12-07 09:24:50.719728,16.8,2.5999999999999996,6.3,-52.9,-90.2,45.8,353.2,-2.8,-56.6
5.0,2023-12-07 09:24:52.777191,-0.9000000000000001,0.09999999999999964,-0.4,0.5,-8.7,-8.0,198.4,101.2,76.3
5.0,2023-12-07 09:24:53.273331,1.3,-6.2,0.6000000000000001,15.1,115.0,-50.9,348.5,63.6,-68.5
5.0,2023-12-07 09:24:53.780856,13.600000000000001,-0.5,8.2,-1.2,2.9,-1.9,352.6,-10.9,-54.0
6.0,2023-12-07 09:24:56.731484,-1.4000000000000001,-0.9000000000000004,-0.5,-8.7,-1.1,12.0,359.0,104.0,-80.5
6.0,2023-12-07 09:24:57.241582,16.1,-10.6,8.799999999999999,17.3,307.1,-101.1,353.7,28.8,-66.1
6.0,2023-12-07 09:24:57.789284,1.9000000000000004,2.8,0.6000000000000014,-96.1,-195.4,86.5,358.5,9.0,-63.4
7.0,2023-12-07 09:24:59.770667,-0.9000000000000004,-0.5999999999999996,0.2999999999999998,-9.0,-0.7,9.6,322.2,119.5,-49.8
7.0,2023-12-07 09:24:59.897292,-0.9000000000000004,-0.5999999999999996,0.2999999999999998,5.0,-8.8,-10.9,324.0,120.5,-52.3
7.0,2023-12-07 09:25:00.263349,10.5,-9.2,6.1,47.7,382.2,-57.5,8.3,66.1,-83.6
7.0,2023-12-07 09:25:00.827136,14.299999999999999,-0.2999999999999998,2.5999999999999996,-27.2,-72.3,20.7,22.7,-28.3,-63.8
7.0,2023-12-07 09:25:01.213060,-28.799999999999997,1.5,-5.0,-40.7,-164.9,27.9,347.0,136.8,-73.4
8.0,2023-12-07 09:25:03.258750,0.0,-0.5,-0.6999999999999997,-24.9,-22.4,22.4,311.7,132.5,-66.7
8.0,2023-12-07 09:25:03.753361,33.6,-34.7,5.5,83.3,639.7,67.6,127.5,156.3,78.4
9.0,2023-12-07 09:25:05.712796,0.0,-0.19999999999999973,-0.7,-1.1,-3.5,-4.4,276.6,154.8,-74.5
9.0,2023-12-07 09:25:06.240280,-1.8000000000000007,-7.1,0.2999999999999998,13.1,114.8,-48.1,282.3,144.6,-75.5
9.0,2023-12-07 09:25:06.762688,39.2,2.5,-6.3,127.9,35.7,37.1,324.1,-65.2,-67.1
9.0,2023-12-07 09:25:07.221451,-30.7,-6.3999999999999995,10.4,-2.0,-345.2,26.4,266.1,94.8,-60.2
10.0,2023-12-07 09:25:08.773897,-0.5,-0.9000000000000004,-1.4000000000000001,14.9,9.2,-13.4,279.1,130.4,-67.5
10.0,2023-12-07 09:25:09.254142,19.1,-9.6,0.8000000000000003,59.6,334.6,-27.0,150.4,140.0,81.5
10.0,2023-12-07 09:25:09.730180,11.4,-2.1000000000000005,4.4,33.9,-159.9,1.3,313.2,-45.1,-76.3
10.0,2023-12-07 09:25:10.256892,-32.8,4.7,-5.5,4.3,-150.4,112.9,286.9,111.2,-66.0
11.0,2023-12-07 09:25:11.207670,-4.6,-6.1000000000000005,0.5999999999999996,-3.1,3.2,-2.1,259.5,121.8,-44.0
11.0,2023-12-07 09:25:11.349533,-4.6,-6.1000000000000005,0.5999999999999996,0.1,-31.7,-31.5,275.9,130.3,-61.8
11.0,2023-12-07 09:25:11.797765,33.0,-19.599999999999998,9.0,-29.8,377.4,93.0,296.8,-33.9,-88.8
11.0,2023-12-07 09:25:12.227788,-16.6,3.1999999999999993,-0.7999999999999998,-20.0,-407.0,20.9,296.6,54.3,-84.8
12.0,2023-12-07 09:25:13.261164,-4.6000000000000005,-4.3999999999999995,-1.1,2.1,-41.3,-16.8,274.0,132.9,-57.6
12.0,2023-12-07 09:25:13.770530,3.0000000000000004,-13.0,1.7000000000000002,1.1,300.2,-74.8,291.6,110.4,-65.8
12.0,2023-12-07 09:25:14.254122,28.0,0.8999999999999995,0.19999999999999973,97.3,73.7,61.4,350.9,-62.4,-47.4
13.0,2023-12-07 09:25:15.763100,-8.899999999999999,-11.600000000000001,-1.6000000000000005,21.8,72.4,-50.8,294.1,124.6,-56.0
13.0,2023-12-07 09:25:16.255031,23.6,-1.4,11.4,23.2,148.1,-38.2,309.7,-10.9,-80.0
13.0,2023-12-07 09:25:16.727340,4.299999999999999,-5.700000000000001,5.300000000000001,48.2,-308.5,86.4,305.7,5.0,-66.5
14.0,2023-12-07 09:25:18.717223,-3.5,-6.4,-0.19999999999999996,72.2,98.6,-138.9,290.8,70.6,2.0
14.0,2023-12-07 09:25:19.226413,10.9,-4.4,18.9,-30.4,36.1,-1.7,334.6,-17.4,-9.9
14.0,2023-12-07 09:25:19.715054,-12.0,5.800000000000001,-21.5,-27.9,-54.7,110.5,258.1,69.6,53.4
15.0,2023-12-07 09:25:21.216957,-1.9000000000000001,-5.5,-3.6,-15.3,73.6,-108.8,290.8,75.8,8.3
15.0,2023-12-07 09:25:21.721763,11.2,-7.1,21.5,-15.3,73.6,-108.8,290.8,75.8,8.3
15.0,2023-12-07 09:25:21.839894,11.2,-7.1,21.5,6.0,12.3,-89.8,312.6,-29.7,-30.0
15.0,2023-12-07 09:25:22.224134,-8.299999999999999,3.7,-22.099999999999998,42.5,-79.5,129.1,316.1,58.9,-20.6
16.0,2023-12-07 09:25:23.723636,-3.0,-7.9,-4.1000000000000005,-22.4,72.8,-146.0,313.4,54.5,-16.2
16.0,2023-12-07 09:25:24.229428,8.4,-2.5999999999999996,17.7,-22.4,72.8,-146.0,313.4,54.5,-16.2
16.0,2023-12-07 09:25:24.347311,8.4,-2.5999999999999996,17.7,-2.6,9.9,-4.9,310.4,-20.9,-28.5
16.0,2023-12-07 09:25:24.715145,-7.8999999999999995,2.5999999999999996,-16.900000000000002,37.7,-33.5,108.8,307.2,54.3,-13.1
17.0,2023-12-07 09:25:27.732689,2.7,0.7000000000000002,-8.4,-10.3,5.5,-42.7,78.8,72.5,-34.3
17.0,2023-12-07 09:25:28.215564,-3.8,-9.6,20.400000000000002,18.8,-19.0,-112.7,30.0,-18.9,-0.1
17.0,2023-12-07 09:25:28.727877,0.10000000000000009,3.6999999999999997,-11.500000000000002,-14.2,33.1,228.8,30.0,-18.9,-0.1
18.0,2023-12-07 09:25:30.212669,0.30000000000000004,-0.8999999999999986,-1.5999999999999999,-2.2,-10.1,-35.3,49.0,68.9,-1.7
18.0,2023-12-07 09:25:30.717916,-1.7000000000000002,-11.8,13.5,-57.6,-2.7,-154.7,34.9,-0.5,2.2
18.0,2023-12-07 09:25:31.226797,-1.2,-1.9000000000000004,1.8999999999999986,11.9,67.9,211.4,41.1,-5.3,6.0
19.0,2023-12-07 09:25:32.230445,-0.4,-0.5,2.2,5.5,8.4,11.0,55.6,63.6,0.5
19.0,2023-12-07 09:25:32.742046,-1.0,-9.299999999999999,4.999999999999999,30.7,-47.6,-172.9,52.6,24.8,8.6
19.0,2023-12-07 09:25:33.269194,-2.4,-2.9999999999999996,6.4,1.3,47.7,101.3,50.6,-20.2,10.9
20.0,2023-12-07 09:25:34.743253,-0.6,-0.9000000000000004,1.3999999999999995,6.0,-21.8,-3.0,67.2,55.9,-1.4
20.0,2023-12-07 09:25:35.234174,-2.3,-10.0,2.0,40.4,-119.7,-185.1,45.1,20.0,24.1
20.0,2023-12-07 09:25:35.734977,-6.2,-2.9000000000000004,6.800000000000001,-26.5,107.8,188.7,40.0,-6.8,25.3
21.0,2023-12-07 09:25:37.225570,0.8,-1.8000000000000007,1.8999999999999995,14.4,-3.2,-20.6,62.7,49.4,-5.9
21.0,2023-12-07 09:25:37.718439,-7.1,-11.1,5.5,7.1,-107.4,-162.9,44.9,6.2,22.3
21.0,2023-12-07 09:25:38.219672,-1.0,-2.7,2.0999999999999996,-9.8,113.9,187.1,41.8,-15.6,23.9
22.0,2023-12-07 09:25:39.722059,0.19999999999999998,-0.3000000000000007,2.5,-7.7,16.5,3.2,69.2,57.7,-1.8
22.0,2023-12-07 09:25:40.223190,-3.1,-12.5,-1.5999999999999996,40.0,-170.9,-245.0,43.6,28.0,18.3
22.0,2023-12-07 09:25:40.729094,-2.5,-1.7999999999999998,6.799999999999999,-34.2,154.0,210.7,40.1,2.0,25.1
23.0,2023-12-07 09:25:42.248833,-2.0,-9.6,2.1999999999999997,8.1,-99.5,-96.4,55.9,36.9,15.7
23.0,2023-12-07 09:25:42.732536,-8.0,-3.9999999999999996,9.8,15.3,100.5,137.9,40.5,-14.6,31.6
24.0,2023-12-07 09:25:44.724444,3.2,-1.2999999999999998,-4.3,-21.9,18.1,-9.4,104.0,74.2,-32.2
24.0,2023-12-07 09:25:45.230766,-13.8,-14.4,12.299999999999999,57.0,-200.3,-191.4,44.4,2.7,33.8
24.0,2023-12-07 09:25:45.732301,2.6999999999999993,4.5,-1.799999999999999,-82.5,168.2,169.0,44.1,28.4,28.3
25.0,2023-12-07 09:25:47.234932,1.7000000000000002,-0.40000000000000036,0.8000000000000003,-8.4,-3.7,-4.9,97.9,64.4,-22.3
25.0,2023-12-07 09:25:47.714356,-8.3,-14.7,3.8,29.4,-193.6,-197.3,53.1,20.5,25.5
25.0,2023-12-07 09:25:48.214853,-2.200000000000001,-2.000000000000001,4.699999999999999,-44.3,202.4,221.2,44.8,-5.1,29.4
26.0,2023-12-07 09:25:49.721938,0.6000000000000001,-0.29999999999999893,-0.8999999999999999,-4.0,7.7,4.3,87.5,63.1,-7.1
26.0,2023-12-07 09:25:50.215380,1.4999999999999998,-1.3000000000000007,-3.0,2.9,-10.6,-21.7,89.7,62.9,-8.7
26.0,2023-12-07 09:25:50.716811,-14.399999999999999,-13.7,16.700000000000003,-26.2,-49.3,-104.1,52.9,-26.6,30.9
27.0,2023-12-07 09:25:53.217536,3.8,-1.2000000000000002,0.8999999999999999,29.9,29.3,-25.0,168.1,67.2,-38.2
27.0,2023-12-07 09:25:53.725448,-3.3,-6.9,-10.9,68.4,18.8,-94.1,161.4,44.9,-18.7
27.0,2023-12-07 09:25:54.245345,-9.1,-13.600000000000001,32.7,-204.7,-42.5,101.7,197.9,-34.4,42.6
27.0,2023-12-07 09:25:54.757648,10.9,20.4,-27.599999999999998,-7.8,0.2,-3.2,194.3,53.1,-38.8
28.0,2023-12-07 09:25:56.745465,-1.4000000000000001,1.1000000000000005,-2.0999999999999996,32.6,-5.2,47.9,184.3,59.0,-32.2
28.0,2023-12-07 09:25:57.266456,-0.10000000000000009,-6.1000000000000005,-2.4000000000000004,63.6,39.3,-154.3,185.5,44.0,-20.7
28.0,2023-12-07 09:25:57.911417,-9.1,-15.0,20.9,70.1,4.0,-171.3,198.8,-41.3,36.6
28.0,2023-12-07 09:25:58.278479,7.5,10.100000000000001,-17.4,-99.7,-20.0,189.7,187.1,16.9,-20.6
29.0,2023-12-07 09:25:59.791253,-0.8999999999999999,0.7000000000000011,-1.3999999999999995,1.3,-2.5,11.7,191.0,59.2,-42.6
29.0,2023-12-07 09:26:00.223045,0.7000000000000002,-0.20000000000000107,0.09999999999999964,-25.6,-5.7,-17.3,189.7,57.2,-42.3
29.0,2023-12-07 09:26:00.718222,-0.30000000000000027,-3.0999999999999996,-0.6999999999999997,35.9,-0.1,-32.7,184.1,46.0,-34.0
29.0,2023-12-07 09:26:01.227028,-12.6,-13.7,12.0,115.0,18.4,-165.2,184.6,-28.6,27.0
29.0,2023-12-07 09:26:01.729133,7.6,5.299999999999999,-10.0,-85.2,-11.1,203.5,175.1,14.0,-10.7
30.0,2023-12-07 09:26:03.257607,0.0,0.20000000000000107,-0.6000000000000005,-0.6,2.7,-1.6,192.9,60.1,-42.4
30.0,2023-12-07 09:26:03.736165,-0.2999999999999998,0.29999999999999893,-1.0999999999999996,37.7,6.2,-6.9,194.0,59.0,-39.3
30.0,2023-12-07 09:26:04.242738,-4.8,-9.299999999999999,2.3999999999999995,119.2,-38.3,-148.0,183.8,24.4,7.2
30.0,2023-12-07 09:26:04.724647,-10.200000000000001,-7.1000000000000005,13.4,-111.9,44.2,63.5,190.0,-31.6,54.1
31.0,2023-12-07 09:26:07.306411,0.20000000000000018,0.20000000000000107,0.09999999999999964,2.6,0.2,3.4,201.4,57.9,-44.4
31.0,2023-12-07 09:26:07.786793,-0.10000000000000009,-0.6000000000000005,0.10000000000000009,15.5,3.3,-23.7,200.5,54.6,-39.5
31.0,2023-12-07 09:26:08.269507,-4.4,-6.4,1.9,112.3,-25.1,-114.6,188.8,27.7,-3.8
31.0,2023-12-07 09:26:08.788527,-3.8,-10.6,9.5,-86.5,3.1,87.8,203.6,-34.6,35.4
31.0,2023-12-07 09:26:09.273477,6.6,10.399999999999999,-14.200000000000001,-28.0,8.8,191.8,196.7,36.2,-30.2
32.0,2023-12-07 09:26:10.753195,0.3999999999999999,0.09999999999999964,-0.6000000000000001,2.0,-1.5,3.7,208.0,57.3,-49.8
32.0,2023-12-07 09:26:11.238324,-1.2000000000000002,0.3000000000000007,0.30000000000000027,10.6,-10.5,1.6,204.8,58.3,-43.9
32.0,2023-12-07 09:26:11.726045,-4.699999999999999,-7.2,2.9999999999999996,115.0,-83.6,-158.0,204.8,58.3,-43.9
32.0,2023-12-07 09:26:11.861831,-4.699999999999999,-7.2,2.9999999999999996,115.0,-83.6,-158.0,176.8,35.0,-0.5
32.0,2023-12-07 09:26:12.262558,-3.5000000000000004,-10.0,10.6,-76.0,23.6,-16.2,193.1,-44.1,39.4
32.0,2023-12-07 09:26:12.739108,8.100000000000001,10.700000000000001,-15.899999999999999,8.3,9.0,139.0,181.8,28.8,-30.2
33.0,2023-12-07 09:26:14.215343,-0.19999999999999973,0.5,-0.9999999999999996,20.2,0.4,4.5,204.2,56.7,-43.7
33.0,2023-12-07 09:26:14.719305,-4.0,-9.4,-0.20000000000000018,93.0,-30.1,-156.3,187.3,32.6,-7.3
33.0,2023-12-07 09:26:15.226176,-7.1,-10.4,16.1,-74.8,-5.7,108.7,209.0,-43.5,47.6
34.0,2023-12-07 09:26:17.245546,-3.8,-1.9000000000000004,-5.1000000000000005,21.2,-21.2,-71.9,175.8,58.7,-33.3
34.0,2023-12-07 09:26:17.742818,-14.4,-12.9,16.7,27.9,24.9,-223.6,168.6,-21.9,45.2
34.0,2023-12-07 09:26:18.230374,9.0,-0.2999999999999998,-8.3,-124.7,-45.4,224.7,174.2,5.8,-11.7
35.0,2023-12-07 09:26:19.724591,-0.6000000000000001,-0.20000000000000018,-2.1,47.6,-10.6,-48.7,220.1,59.0,-69.7
35.0,2023-12-07 09:26:20.239661,-11.3,-14.399999999999999,9.799999999999999,107.1,-53.7,-215.4,175.9,1.9,20.7
35.0,2023-12-07 09:26:20.734509,0.20000000000000018,-4.300000000000001,5.200000000000001,-187.3,-80.9,151.2,187.6,-23.4,11.4
36.0,2023-12-07 09:26:22.287314,-0.09999999999999964,-0.09999999999999964,-2.5,-6.0,-6.6,-4.4,229.0,56.3,-80.0
36.0,2023-12-07 09:26:22.800037,-3.9000000000000004,-4.9,1.5999999999999999,106.7,6.3,-131.3,200.9,47.5,-36.5
36.0,2023-12-07 09:26:23.281899,-12.9,-13.2,12.4,125.2,12.3,-178.9,191.8,-34.6,40.8
36.0,2023-12-07 09:26:23.711917,7.199999999999999,4.0,-7.4,-138.8,-17.6,202.7,176.4,6.8,-10.9
37.0,2023-12-07 09:26:25.731460,-0.5,0.0,-2.0999999999999996,5.7,6.9,-17.8,214.7,54.9,-65.2
37.0,2023-12-07 09:26:25.870900,-0.5,0.0,-2.0999999999999996,5.7,6.9,-17.8,214.9,55.3,-64.1
37.0,2023-12-07 09:26:26.266880,-5.5,-11.3,6.8,-37.0,-6.2,-285.2,178.9,13.4,-19.5
37.0,2023-12-07 09:26:26.747164,0.6000000000000001,-10.600000000000001,7.0,-76.3,-74.5,105.3,212.4,-47.7,29.4
38.0,2023-12-07 09:26:28.847837,-0.40000000000000036,-0.1999999999999993,0.0,0.6,4.5,0.4,214.8,56.9,-66.4
38.0,2023-12-07 09:26:29.276853,-2.4999999999999996,-3.8000000000000007,1.2000000000000002,82.8,1.8,-118.5,197.3,43.3,-33.2
38.0,2023-12-07 09:26:29.748839,-11.4,-12.4,8.4,170.4,-35.1,-125.0,190.5,-29.0,39.3
38.0,2023-12-07 09:26:30.220233,2.3000000000000007,-1.1999999999999993,-0.6999999999999993,-172.8,-3.8,234.2,169.1,-3.0,0.7
39.0,2023-12-07 09:26:31.756376,0.2999999999999998,0.2999999999999998,-1.2000000000000002,3.7,-5.5,12.5,210.6,50.1,-62.7
39.0,2023-12-07 09:26:32.249113,-2.9000000000000004,-2.0,-1.2,72.2,22.1,-66.7,203.3,45.1,-45.7
39.0,2023-12-07 09:26:32.731171,-12.3,-16.7,8.399999999999999,167.3,-34.1,-175.5,191.3,-28.4,33.2
39.0,2023-12-07 09:26:33.296989,2.4000000000000004,1.1999999999999993,1.9000000000000004,-181.6,-26.2,225.0,186.3,-2.9,2.5
40.0,2023-12-07 09:26:35.228160,-0.09999999999999964,-1.5999999999999996,-5.0,51.5,-30.6,22.8,215.6,54.2,-52.0
40.0,2023-12-07 09:26:35.739549,-8.3,-10.600000000000001,13.700000000000001,104.2,-11.2,-159.3,176.9,-2.8,9.9
40.0,2023-12-07 09:26:36.298765,-9.3,-5.1000000000000005,-1.0999999999999996,-89.7,106.6,276.5,171.8,0.1,32.0
41.0,2023-12-07 09:26:37.794330,1.6000000000000005,-0.7999999999999998,-0.40000000000000013,48.9,-68.1,27.3,134.4,119.0,75.5
41.0,2023-12-07 09:26:38.299191,-16.7,-13.0,-3.1,59.8,-209.8,143.6,287.5,165.3,-52.4
41.0,2023-12-07 09:26:38.684343,1.0999999999999996,0.0,-6.6000000000000005,59.8,-209.8,143.6,287.5,165.3,-52.4
42.0,2023-12-07 09:26:40.765482,0.2999999999999998,0.5,0.10000000000000009,0.1,-12.8,-7.2,167.9,138.4,65.7
42.0,2023-12-07 09:26:41.282179,-4.3,1.5,0.6000000000000001,-5.7,-42.2,42.6,197.7,118.0,42.6
42.0,2023-12-07 09:26:41.760448,-7.8999999999999995,-10.7,-3.1999999999999997,-39.0,-78.8,201.0,257.5,162.4,-11.9
42.0,2023-12-07 09:26:42.239167,-4.5,-2.0999999999999996,-9.3,151.2,103.0,-210.9,227.3,169.2,-18.0
43.0,2023-12-07 09:26:44.269875,0.10000000000000053,-0.7000000000000002,-0.5,9.1,-12.9,-15.4,149.3,140.7,51.9
43.0,2023-12-07 09:26:44.790991,-7.800000000000001,-8.1,8.6,-109.4,-120.7,211.7,191.0,140.2,12.3
43.0,2023-12-07 09:26:45.182861,-9.1,-4.5,-22.700000000000003,-109.4,-120.7,211.7,191.0,140.2,12.3
43.0,2023-12-07 09:26:45.302624,-9.1,-4.5,-22.700000000000003,34.8,47.9,-110.7,207.0,-152.9,-53.8
44.0,2023-12-07 09:26:48.269418,0.40000000000000036,-0.7999999999999998,0.20000000000000018,2.4,-14.8,3.8,137.1,132.5,35.2
44.0,2023-12-07 09:26:48.756243,-16.4,-12.9,8.8,-157.0,-296.3,106.6,208.7,157.0,-53.4
44.0,2023-12-07 09:26:49.265529,-8.299999999999999,0.7999999999999998,-5.0,101.6,279.8,-162.1,220.8,-177.8,-78.0
45.0,2023-12-07 09:26:50.721113,-1.5,1.0,-1.4,-0.5,-5.2,23.1,157.8,100.1,-23.5
45.0,2023-12-07 09:26:51.242837,0.20000000000000007,-10.299999999999999,0.8,-24.8,-202.7,12.0,191.3,119.5,-61.3
45.0,2023-12-07 09:26:51.739067,-14.799999999999999,-3.8999999999999995,-3.3,-7.0,75.4,-70.4,349.6,-32.9,60.7
46.0,2023-12-07 09:26:53.796906,2.5,-2.0,-1.8,97.7,-25.9,33.5,153.4,100.7,-37.7
46.0,2023-12-07 09:26:54.308020,-5.3999999999999995,-20.8,15.200000000000001,-226.5,-167.9,-349.1,66.7,-14.9,38.9
46.0,2023-12-07 09:26:54.722457,1.8999999999999995,0.8000000000000007,-0.20000000000000107,-107.5,121.6,142.3,94.7,-30.0,28.6
47.0,2023-12-07 09:26:56.787131,1.3,-0.7999999999999989,-0.5,14.3,0.6,-9.0,136.2,70.4,-50.0
47.0,2023-12-07 09:26:57.231250,-8.7,-16.700000000000003,3.3,-44.2,-176.3,-260.7,67.9,17.9,37.6
47.0,2023-12-07 09:26:57.717922,-3.3000000000000007,0.7000000000000011,7.0,-58.2,119.1,63.7,87.8,-57.9,54.9
48.0,2023-12-07 09:27:00.226754,-3.3000000000000003,-8.200000000000001,-0.5,84.4,72.3,-219.7,65.8,33.5,-27.9
48.0,2023-12-07 09:27:00.778899,-8.8,-6.2,7.0,84.4,72.3,-219.7,65.8,33.5,-27.9
48.0,2023-12-07 09:27:00.937850,-8.8,-6.2,7.0,-19.3,-34.3,-9.9,87.8,-61.6,50.9
48.0,2023-12-07 09:27:01.243231,4.4,-1.0,-3.0999999999999996,-86.7,16.7,242.4,74.4,7.9,6.5
49.0,2023-12-07 09:27:02.780643,-3.7,-13.1,1.6999999999999997,53.6,-105.4,-267.7,74.6,43.3,10.7
49.0,2023-12-07 09:27:03.202048,-6.9,-0.30000000000000027,8.3,53.6,-105.4,-267.7,74.6,43.3,10.7
49.0,2023-12-07 09:27:03.329502,-6.9,-0.30000000000000027,8.3,-64.2,31.6,42.9,81.5,-51.2,46.1
49.0,2023-12-07 09:27:03.764224,8.4,2.5,-10.9,-136.0,-1.3,248.5,92.3,53.5,-10.3
50.0,2023-12-07 09:27:06.748869,-6.800000000000001,-15.0,9.4,111.9,-231.5,-243.2,88.0,43.0,25.1
50.0,2023-12-07 09:27:07.247645,-8.7,-1.5,9.5,-113.3,159.8,121.4,75.2,-34.5,38.3
51.0,2023-12-07 09:27:09.714447,-3.3000000000000003,-6.4,1.9,-24.8,-120.4,53.6,137.4,124.6,38.0
51.0,2023-12-07 09:27:09.843290,-3.3000000000000003,-6.4,1.9,-24.8,-120.4,53.6,211.6,134.7,-25.1
51.0,2023-12-07 09:27:10.232763,-18.1,-9.0,0.8,-69.5,-54.2,30.5,16.0,-50.3,48.6
51.0,2023-12-07 09:27:10.729933,9.2,4.199999999999999,7.5,-138.9,226.7,142.4,77.5,36.8,38.1
52.0,2023-12-07 09:27:14.793157,1.0999999999999996,1.0,-10.7,-60.9,-70.8,91.0,342.7,116.4,-67.2
52.0,2023-12-07 09:27:15.290515,10.3,-11.7,8.4,-93.0,166.9,-212.5,306.6,57.3,-30.3
52.0,2023-12-07 09:27:15.709854,3.3999999999999995,-4.0,6.9,91.8,-49.8,159.1,306.6,57.3,-30.3
52.0,2023-12-07 09:27:15.846728,3.3999999999999995,-4.0,6.9,91.8,-49.8,159.1,296.3,-26.9,-32.2
53.0,2023-12-07 09:27:17.932964,-2.0999999999999996,-2.9000000000000004,-6.1,-9.4,-30.1,34.9,346.0,126.7,-57.5
53.0,2023-12-07 09:27:18.212192,7.1,-5.8999999999999995,6.8,-87.5,145.3,-173.5,271.8,71.0,9.1
53.0,2023-12-07 09:27:18.724276,13.0,-5.0,15.4,32.2,1.6,11.7,304.8,-39.0,-40.2
53.0,2023-12-07 09:27:19.239705,-15.1,6.3,-18.0,4.3,-155.9,171.0,265.0,69.5,15.8
54.0,2023-12-07 09:27:20.736211,-0.40000000000000036,-1.2000000000000002,1.0000000000000002,23.1,40.6,-58.4,349.4,121.1,-73.4
54.0,2023-12-07 09:27:21.216096,19.2,-12.1,9.0,23.1,40.6,-58.4,349.4,121.1,-73.4
54.0,2023-12-07 09:27:21.335109,19.2,-12.1,9.0,-16.3,234.6,-205.1,316.7,22.6,-42.2
54.0,2023-12-07 09:27:21.733654,-2.0,-2.8,2.8,83.1,-162.6,171.0,318.3,-3.5,-42.1
54.0,2023-12-07 09:27:22.267497,-18.5,11.5,-16.1,-27.8,-117.6,124.3,346.4,127.5,-66.5
54.0,2023-12-07 09:27:22.763229,6.5,-2.4,8.2,11.7,220.6,-139.8,203.4,76.9,72.0
55.0,2023-12-07 09:27:25.225231,-9.0,-4.3999999999999995,-6.6,-68.6,-65.6,3.8,334.6,131.6,-72.2
55.0,2023-12-07 09:27:25.714445,35.0,-7.5,8.4,46.4,374.7,-81.9,316.3,5.7,-65.0
55.0,2023-12-07 09:27:26.212410,-16.4,-3.000000000000001,1.5,62.5,-320.4,167.5,306.2,31.2,-47.1
56.0,2023-12-07 09:27:27.338617,-3.0,-3.3999999999999995,2.0,-23.2,-56.5,7.6,138.4,52.0,84.8
56.0,2023-12-07 09:27:27.788265,-4.3999999999999995,-6.2,-4.1,-7.3,77.2,-22.4,302.3,146.5,-83.1
56.0,2023-12-07 09:27:28.282400,34.8,-15.4,-1.8000000000000003,-5.8,335.2,285.4,158.7,-159.6,85.0
56.0,2023-12-07 09:27:28.758114,-11.799999999999999,7.6000000000000005,10.7,-194.5,-384.3,-71.6,158.9,137.1,63.2
57.0,2023-12-07 09:27:29.767731,1.4000000000000004,0.7999999999999998,1.7,7.6,-60.6,14.8,295.0,138.8,-75.7
57.0,2023-12-07 09:27:30.262644,7.2,-20.9,5.2,33.7,532.1,86.5,303.8,124.4,-88.3
57.0,2023-12-07 09:27:30.745308,15.3,4.6,-20.4,-89.0,-40.7,-97.4,196.4,-139.9,56.6
57.0,2023-12-07 09:27:31.228163,-24.4,7.4,18.7,30.7,-47.9,4.3,139.8,25.6,85.0
58.0,2023-12-07 09:27:32.273811,2.3,0.8999999999999999,-0.4999999999999998,61.4,-33.4,30.0,319.6,160.3,-67.5
